Rank,Name,Count,Sex,Year
22,justin,2575,Male,1991
23,kyle,2508,Male,1991
24,jacob,2413,Male,1991
25,steven,2404,Male,1991
1,michael,8093,Male,1990
2,christopher,6537,Male,1990
3,daniel,5692,Male,1990
4,david,5257,Male,1990
5,jose,4903,Male,1990
6,matthew,4805,Male,1990
7,andrew,4481,Male,1990
8,joshua,4223,Male,1990
9,jonathan,4040,Male,1990
10,anthony,3908,Male,1990
11,ryan,3615,Male,1990
12,robert,3561,Male,1990
13,joseph,3534,Male,1990
14,nicholas,3457,Male,1990
15,kevin,3262,Male,1990
16,james,3071,Male,1990
17,justin,2988,Male,1990
18,eric,2978,Male,1990
19,john,2878,Male,1990
20,juan,2737,Male,1990
21,kyle,2633,Male,1990
22,steven,2630,Male,1990
23,alexander,2536,Male,1990
24,brian,2325,Male,1990
25,luis,2268,Male,1990
1,michael,7783,Male,1989
2,christopher,6417,Male,1989
3,daniel,5511,Male,1989
4,david,5290,Male,1989
5,matthew,4664,Male,1989
6,andrew,4360,Male,1989
7,joshua,4216,Male,1989
8,jose,4122,Male,1989
9,anthony,3705,Male,1989
10,robert,3699,Male,1989
11,jonathan,3562,Male,1989
12,ryan,3506,Male,1989
13,joseph,3357,Male,1989
14,nicholas,3244,Male,1989
15,kevin,3107,Male,1989
16,james,3054,Male,1989
17,justin,2980,Male,1989
18,john,2956,Male,1989
19,eric,2644,Male,1989
20,steven,2476,Male,1989
21,kyle,2369,Male,1989
22,alexander,2304,Male,1989
23,brian,2297,Male,1989
24,richard,2237,Male,1989
25,william,2204,Male,1989
1,michael,7815,Male,1988
2,christopher,6504,Male,1988
3,daniel,5397,Male,1988
4,david,5160,Male,1988
5,matthew,4858,Male,1988
6,andrew,4563,Male,1988
7,joshua,3985,Male,1988
8,robert,3641,Male,1988
9,anthony,3581,Male,1988
10,jose,3538,Male,1988
11,jonathan,3507,Male,1988
12,ryan,3381,Male,1988
13,justin,3301,Male,1988
14,joseph,3284,Male,1988
15,james,3112,Male,1988
16,nicholas,3099,Male,1988
17,john,2940,Male,1988
18,kevin,2876,Male,1988
19,eric,2640,Male,1988
20,brian,2586,Male,1988
21,steven,2478,Male,1988
22,brandon,2355,Male,1988
23,alexander,2266,Male,1988
24,kyle,2230,Male,1988
25,richard,2160,Male,1988
1,michael,7448,Male,1987
2,christopher,6564,Male,1987
3,daniel,5400,Male,1987
4,david,5312,Male,1987
5,matthew,4684,Male,1987
6,andrew,4366,Male,1987
7,joshua,3760,Male,1987
8,robert,3566,Male,1987
9,ryan,3444,Male,1987
10,anthony,3424,Male,1987
11,jose,3284,Male,1987
12,joseph,3147,Male,1987
13,jonathan,3114,Male,1987
14,john,2997,Male,1987
15,james,2965,Male,1987
16,justin,2947,Male,1987
17,kevin,2759,Male,1987
18,eric,2726,Male,1987
19,nicholas,2700,Male,1987
20,brian,2460,Male,1987
21,jason,2431,Male,1987
22,steven,2372,Male,1987
23,brandon,2313,Male,1987
24,kyle,2228,Male,1987
25,richard,2141,Male,1987
1,michael,7278,Male,1986
2,christopher,6503,Male,1986
3,daniel,5398,Male,1986
4,david,5253,Male,1986
5,matthew,4664,Male,1986
6,andrew,3990,Male,1986
7,robert,3711,Male,1986
8,ryan,3502,Male,1986
9,joshua,3435,Male,1986
10,anthony,3108,Male,1986
11,james,3069,Male,1986
12,jose,3017,Male,1986
12,joseph,3017,Male,1986
14,jonathan,2930,Male,1986
15,john,2860,Male,1986
16,nicholas,2685,Male,1986
17,jason,2633,Male,1986
18,brandon,2524,Male,1986
19,eric,2464,Male,1986
20,steven,2437,Male,1986
21,kevin,2381,Male,1986
22,justin,2296,Male,1986
23,brian,2283,Male,1986
24,richard,2129,Male,1986
25,kyle,2095,Male,1986
1,michael,7261,Male,1985
2,christopher,6774,Male,1985
3,daniel,5443,Male,1985
4,david,5240,Male,1985
5,matthew,4491,Male,1985
6,robert,3694,Male,1985
7,joshua,3673,Male,1985
8,ryan,3566,Male,1985
9,andrew,3421,Male,1985
10,james,3228,Male,1985
11,anthony,3094,Male,1985
12,jose,3068,Male,1985
13,joseph,3054,Male,1985
14,john,3008,Male,1985
15,jonathan,2920,Male,1985
16,brandon,2703,Male,1985
17,jason,2696,Male,1985
18,nicholas,2654,Male,1985
19,brian,2557,Male,1985
20,eric,2501,Male,1985
21,steven,2500,Male,1985
22,justin,2245,Male,1985
23,richard,2227,Male,1985
24,kevin,2221,Male,1985
25,william,2073,Male,1985
1,michael,7482,Male,1984
2,christopher,6536,Male,1984
3,david,5100,Male,1984
4,daniel,5020,Male,1984
5,matthew,4683,Male,1984
6,robert,3534,Male,1984
7,joshua,3406,Male,1984
8,ryan,3403,Male,1984
9,james,3145,Male,1984
10,john,3075,Male,1984
11,joseph,3027,Male,1984
12,jason,2966,Male,1984
13,anthony,2839,Male,1984
14,jose,2822,Male,1984
15,andrew,2751,Male,1984
16,brian,2725,Male,1984
17,jonathan,2584,Male,1984
18,nicholas,2478,Male,1984
19,justin,2378,Male,1984
20,brandon,2367,Male,1984
21,eric,2334,Male,1984
22,steven,2284,Male,1984
23,richard,2165,Male,1984
24,adam,2064,Male,1984
25,william,1992,Male,1984
1,michael,7424,Male,1983
2,christopher,6374,Male,1983
3,david,4950,Male,1983
4,daniel,4749,Male,1983
5,matthew,4660,Male,1983
6,robert,3599,Male,1983
7,jason,3403,Male,1983
8,ryan,3346,Male,1983
9,joshua,3294,Male,1983
10,joseph,3099,Male,1983
11,james,3087,Male,1983
12,john,3039,Male,1983
13,jose,2760,Male,1983
14,brian,2670,Male,1983
15,andrew,2615,Male,1983
16,anthony,2464,Male,1983
17,jonathan,2448,Male,1983
18,justin,2442,Male,1983
19,eric,2329,Male,1983
20,nicholas,2283,Male,1983
21,steven,2255,Male,1983
22,richard,2199,Male,1983
23,brandon,2183,Male,1983
24,william,2094,Male,1983
25,kevin,1933,Male,1983
1,michael,7155,Male,1982
2,christopher,6095,Male,1982
3,david,5112,Male,1982
4,daniel,4583,Male,1982
5,matthew,4065,Male,1982
6,robert,3651,Male,1982
7,jason,3592,Male,1982
8,joshua,3216,Male,1982
9,james,3202,Male,1982
10,ryan,3123,Male,1982
11,john,3105,Male,1982
12,joseph,3061,Male,1982
13,jose,3016,Male,1982
14,brian,2724,Male,1982
15,justin,2580,Male,1982
16,anthony,2473,Male,1982
17,jonathan,2445,Male,1982
18,andrew,2322,Male,1982
19,nicholas,2253,Male,1982
20,richard,2248,Male,1982
21,eric,2104,Male,1982
22,steven,2093,Male,1982
23,william,2000,Male,1982
24,brandon,1915,Male,1982
25,kevin,1836,Male,1982
1,michael,7221,Male,1981
2,christopher,5226,Male,1981
3,david,4901,Male,1981
4,daniel,4313,Male,1981
5,matthew,3831,Male,1981
6,robert,3743,Male,1981
7,jason,3708,Male,1981
8,joshua,3362,Male,1981
9,john,3213,Male,1981
10,ryan,3153,Male,1981
11,jose,3084,Male,1981
12,joseph,3060,Male,1981
13,james,3037,Male,1981
14,brian,2609,Male,1981
15,justin,2440,Male,1981
16,anthony,2340,Male,1981
17,jonathan,2245,Male,1981
18,richard,2194,Male,1981
19,eric,2109,Male,1981
20,nicholas,2048,Male,1981
21,steven,1972,Male,1981
22,brandon,1915,Male,1981
23,andrew,1845,Male,1981
24,william,1787,Male,1981
25,juan,1776,Male,1981
1,michael,6905,Male,1980
2,david,5042,Male,1980
3,christopher,4824,Male,1980
4,daniel,4127,Male,1980
5,jason,4105,Male,1980
6,robert,3492,Male,1980
7,matthew,3350,Male,1980
8,joshua,3116,Male,1980
9,james,3028,Male,1980
10,john,3004,Male,1980
11,ryan,2971,Male,1980
12,jose,2901,Male,1980
13,joseph,2863,Male,1980
14,brian,2737,Male,1980
15,justin,2404,Male,1980
16,eric,2303,Male,1980
17,richard,2124,Male,1980
18,anthony,2083,Male,1980
19,nicholas,2073,Male,1980
20,steven,1886,Male,1980
21,andrew,1739,Male,1980
22,juan,1732,Male,1980
23,william,1723,Male,1980
24,jonathan,1716,Male,1980
25,kevin,1637,Male,1980
1,michael,6589,Male,1979
2,david,4872,Male,1979
3,christopher,4785,Male,1979
4,jason,4107,Male,1979
5,daniel,3533,Male,1979
6,robert,3438,Male,1979
7,john,2985,Male,1979
8,james,2982,Male,1979
8,matthew,2982,Male,1979
10,joshua,2884,Male,1979
11,ryan,2871,Male,1979
12,brian,2667,Male,1979
13,jose,2666,Male,1979
14,joseph,2642,Male,1979
15,anthony,2083,Male,1979
16,eric,2072,Male,1979
17,nicholas,2071,Male,1979
18,richard,2046,Male,1979
19,steven,1856,Male,1979
20,william,1738,Male,1979
21,kevin,1680,Male,1979
22,jeffrey,1614,Male,1979
23,justin,1569,Male,1979
24,andrew,1563,Male,1979
25,juan,1560,Male,1979
1,michael,6546,Male,1978
2,david,4576,Male,1978
3,jason,4285,Male,1978
4,christopher,4127,Male,1978
5,daniel,3422,Male,1978
6,robert,3332,Male,1978
7,james,3111,Male,1978
8,matthew,3007,Male,1978
9,john,2920,Male,1978
10,brian,2767,Male,1978
11,joshua,2550,Male,1978
12,jose,2512,Male,1978
13,joseph,2504,Male,1978
14,ryan,2432,Male,1978
15,anthony,2049,Male,1978
16,eric,1957,Male,1978
17,richard,1944,Male,1978
18,steven,1889,Male,1978
19,nicholas,1785,Male,1978
20,william,1701,Male,1978
21,kevin,1694,Male,1978
22,jeffrey,1576,Male,1978
23,andrew,1466,Male,1978
24,juan,1452,Male,1978
25,justin,1410,Male,1978
1,michael,6387,Male,1977
2,david,4395,Male,1977
3,jason,4384,Male,1977
4,christop*,4094,Male,1977
5,daniel,3373,Male,1977
6,robert,3365,Male,1977
7,james,2966,Male,1977
8,brian,2933,Male,1977
9,matthew,2850,Male,1977
10,john,2800,Male,1977
11,ryan,2467,Male,1977
12,joshua,2439,Male,1977
13,joseph,2329,Male,1977
14,jose,2310,Male,1977
15,richard,2087,Male,1977
16,eric,2019,Male,1977
17,anthony,1880,Male,1977
18,kevin,1828,Male,1977
19,william,1718,Male,1977
20,steven,1696,Male,1977
21,jeremy,1662,Male,1977
22,jeffrey,1654,Male,1977
23,juan,1373,Male,1977
24,scott,1365,Male,1977
25,andrew,1355,Male,1977
1,michael,6196,Male,1976
2,david,4328,Male,1976
3,jason,4316,Male,1976
4,christop*,3882,Male,1976
5,robert,3385,Male,1976
6,daniel,3179,Male,1976
7,james,2893,Male,1976
8,john,2800,Male,1976
9,matthew,2738,Male,1976
10,brian,2678,Male,1976
11,jose,2336,Male,1976
12,joseph,2135,Male,1976
13,eric,2068,Male,1976
14,joshua,2020,Male,1976
15,ryan,2004,Male,1976
16,richard,1938,Male,1976
17,anthony,1737,Male,1976
17,steven,1737,Male,1976
19,william,1699,Male,1976
20,jeffrey,1594,Male,1976
21,juan,1576,Male,1976
22,jeremy,1519,Male,1976
23,kevin,1509,Male,1976
24,mark,1369,Male,1976
25,scott,1328,Male,1976
1,michael,6278,Male,1975
2,jason,4347,Male,1975
3,david,4058,Male,1975
4,christop*,3858,Male,1975
5,robert,3437,Male,1975
6,daniel,2944,Male,1975
7,james,2871,Male,1975
8,john,2834,Male,1975
9,matthew,2583,Male,1975
10,brian,2565,Male,1975
11,jose,2113,Male,1975
12,richard,1965,Male,1975
13,joseph,1867,Male,1975
14,joshua,1864,Male,1975
15,eric,1840,Male,1975
16,ryan,1833,Male,1975
17,jeffrey,1706,Male,1975
18,william,1703,Male,1975
19,steven,1695,Male,1975
20,anthony,1623,Male,1975
21,scott,1463,Male,1975
22,mark,1427,Male,1975
23,kevin,1268,Male,1975
24,juan,1263,Male,1975
25,jeremy,1254,Male,1975
1,michael,6159,Male,1974
2,jason,4765,Male,1974
3,david,4325,Male,1974
4,christop*,3897,Male,1974
5,robert,3477,Male,1974
6,john,2976,Male,1974
7,brian,2952,Male,1974
8,daniel,2942,Male,1974
9,james,2932,Male,1974
10,matthew,2527,Male,1974
11,richard,1959,Male,1974
12,eric,1957,Male,1974
13,jose,1944,Male,1974
14,joseph,1850,Male,1974
15,jeffrey,1786,Male,1974
16,william,1780,Male,1974
17,steven,1763,Male,1974
18,joshua,1654,Male,1974
19,anthony,1631,Male,1974
20,mark,1626,Male,1974
21,ryan,1517,Male,1974
22,scott,1511,Male,1974
23,kevin,1413,Male,1974
24,aaron,1258,Male,1974
25,paul,1209,Male,1974
1,michael,5960,Male,1973
2,jason,4360,Male,1973
3,david,4101,Male,1973
4,christop*,3696,Male,1973
5,robert,3498,Male,1973
6,john,3144,Male,1973
7,james,2977,Male,1973
8,brian,2798,Male,1973
9,daniel,2768,Male,1973
10,matthew,2252,Male,1973
11,richard,2115,Male,1973
12,eric,2038,Male,1973
13,william,1840,Male,1973
14,joseph,1788,Male,1973
15,jeffrey,1757,Male,1973
16,mark,1739,Male,1973
17,steven,1701,Male,1973
18,jose,1685,Male,1973
19,anthony,1609,Male,1973
20,scott,1513,Male,1973
21,kevin,1399,Male,1973
22,paul,1298,Male,1973
23,ryan,1284,Male,1973
24,joshua,1266,Male,1973
25,thomas,1251,Male,1973
1,michael,6476,Male,1972
2,david,4539,Male,1972
3,christop*,4215,Male,1972
4,jason,3962,Male,1972
5,robert,3916,Male,1972
6,james,3441,Male,1972
7,john,3432,Male,1972
8,brian,2897,Male,1972
9,daniel,2524,Male,1972
10,richard,2326,Male,1972
11,eric,2266,Male,1972
12,matthew,2220,Male,1972
13,william,2011,Male,1972
14,steven,1925,Male,1972
15,jeffrey,1903,Male,1972
16,joseph,1814,Male,1972
17,mark,1754,Male,1972
18,scott,1753,Male,1972
19,anthony,1674,Male,1972
20,kevin,1568,Male,1972
21,jose,1514,Male,1972
22,paul,1438,Male,1972
23,thomas,1376,Male,1972
24,timothy,1316,Male,1972
25,gregory,1178,Male,1972
1,michael,7006,Male,1971
2,david,5114,Male,1971
3,robert,4585,Male,1971
4,john,4220,Male,1971
5,jason,4200,Male,1971
6,christop*,3996,Male,1971
7,james,3892,Male,1971
8,richard,2723,Male,1971
9,daniel,2485,Male,1971
10,brian,2452,Male,1971
11,eric,2398,Male,1971
12,william,2387,Male,1971
13,matthew,2305,Male,1971
14,steven,2302,Male,1971
15,scott,2286,Male,1971
16,jeffrey,2253,Male,1971
17,mark,2025,Male,1971
18,kevin,1953,Male,1971
19,joseph,1945,Male,1971
20,anthony,1798,Male,1971
21,thomas,1678,Male,1971
22,paul,1648,Male,1971
23,timothy,1486,Male,1971
24,jose,1364,Male,1971
25,charles,1318,Male,1971
1,michael,8411,Male,1970
2,david,6254,Male,1970
3,robert,5607,Male,1970
4,john,5022,Male,1970
5,james,4735,Male,1970
6,christop*,3923,Male,1970
7,jason,3891,Male,1970
8,richard,3258,Male,1970
9,william,2831,Male,1970
10,steven,2829,Male,1970
11,eric,2787,Male,1970
12,jeffrey,2757,Male,1970
13,mark,2689,Male,1970
14,brian,2621,Male,1970
15,daniel,2612,Male,1970
16,scott,2332,Male,1970
17,kevin,2284,Male,1970
18,joseph,2226,Male,1970
19,matthew,2146,Male,1970
20,anthony,2114,Male,1970
21,thomas,2011,Male,1970
22,paul,1972,Male,1970
23,timothy,1787,Male,1970
24,gregory,1642,Male,1970
25,charles,1609,Male,1970
1,michael,8544,Male,1969
2,david,6457,Male,1969
3,robert,6051,Male,1969
4,john,5167,Male,1969
5,james,4687,Male,1969
6,christop*,3518,Male,1969
7,richard,3363,Male,1969
8,steven,2893,Male,1969
9,mark,2889,Male,1969
10,brian,2796,Male,1969
11,william,2745,Male,1969
12,daniel,2711,Male,1969
13,jeffrey,2689,Male,1969
14,jason,2619,Male,1969
15,eric,2615,Male,1969
16,scott,2372,Male,1969
17,thomas,2187,Male,1969
18,anthony,2152,Male,1969
19,joseph,2135,Male,1969
19,paul,2135,Male,1969
21,timothy,1959,Male,1969
22,matthew,1957,Male,1969
23,kevin,1873,Male,1969
24,gregory,1625,Male,1969
25,charles,1572,Male,1969
1,michael,8454,Male,1968
2,david,6405,Male,1968
3,robert,5909,Male,1968
4,john,5465,Male,1968
5,james,4844,Male,1968
6,richard,3560,Male,1968
7,christop*,3153,Male,1968
8,mark,3096,Male,1968
9,steven,2972,Male,1968
10,william,2867,Male,1968
11,jeffrey,2698,Male,1968
12,daniel,2652,Male,1968
13,brian,2650,Male,1968
14,eric,2408,Male,1968
15,scott,2303,Male,1968
16,timothy,2214,Male,1968
17,paul,2184,Male,1968
18,thomas,2129,Male,1968
19,anthony,2086,Male,1968
20,joseph,2074,Male,1968
21,kevin,1957,Male,1968
22,matthew,1773,Male,1968
23,kenneth,1691,Male,1968
24,gregory,1548,Male,1968
25,charles,1523,Male,1968
1,michael,8588,Male,1967
2,david,6852,Male,1967
3,robert,5569,Male,1967
4,john,5474,Male,1967
5,james,4889,Male,1967
6,richard,3680,Male,1967
7,mark,3130,Male,1967
8,steven,3053,Male,1967
9,william,2901,Male,1967
10,christop*,2888,Male,1967
11,daniel,2624,Male,1967
12,jeffrey,2515,Male,1967
13,eric,2454,Male,1967
14,brian,2441,Male,1967
15,timothy,2325,Male,1967
16,anthony,2187,Male,1967
17,scott,2163,Male,1967
18,paul,2157,Male,1967
19,joseph,2149,Male,1967
19,thomas,2149,Male,1967
21,kevin,2007,Male,1967
22,kenneth,1778,Male,1967
23,ronald,1673,Male,1967
24,gregory,1554,Male,1967
25,charles,1545,Male,1967
1,michael,8164,Male,1966
2,david,6716,Male,1966
3,robert,5973,Male,1966
4,john,5619,Male,1966
5,james,5251,Male,1966
6,richard,3767,Male,1966
7,steven,3191,Male,1966
8,mark,3166,Male,1966
9,william,2938,Male,1966
10,christop*,2866,Male,1966
11,jeffrey,2754,Male,1966
12,daniel,2688,Male,1966
13,timothy,2370,Male,1966
14,brian,2363,Male,1966
15,paul,2217,Male,1966
16,thomas,2141,Male,1966
17,eric,2127,Male,1966
18,joseph,2112,Male,1966
19,anthony,2056,Male,1966
20,scott,2044,Male,1966
21,kevin,2012,Male,1966
22,kenneth,1908,Male,1966
23,ronald,1899,Male,1966
24,gregory,1708,Male,1966
25,charles,1612,Male,1966
1,michael,8632,Male,1965
2,david,6816,Male,1965
3,robert,6352,Male,1965
4,john,6244,Male,1965
5,james,5558,Male,1965
6,richard,4114,Male,1965
7,mark,3433,Male,1965
8,steven,3362,Male,1965
9,william,3158,Male,1965
10,daniel,2980,Male,1965
11,jeffrey,2732,Male,1965
12,christop*,2645,Male,1965
13,thomas,2476,Male,1965
14,timothy,2431,Male,1965
15,joseph,2343,Male,1965
16,kevin,2299,Male,1965
17,paul,2281,Male,1965
18,kenneth,2209,Male,1965
19,brian,2162,Male,1965
20,eric,2155,Male,1965
21,scott,2054,Male,1965
22,ronald,2023,Male,1965
23,anthony,2017,Male,1965
24,gregory,1902,Male,1965
25,charles,1714,Male,1965
1,michael,8899,Male,1964
2,david,7495,Male,1964
3,john,7195,Male,1964
4,robert,7108,Male,1964
5,james,5946,Male,1964
6,richard,4368,Male,1964
7,mark,3978,Male,1964
8,william,3615,Male,1964
9,steven,3605,Male,1964
10,daniel,2940,Male,1964
11,jeffrey,2912,Male,1964
12,thomas,2733,Male,1964
13,kevin,2542,Male,1964
14,kenneth,2464,Male,1964
15,joseph,2414,Male,1964
16,paul,2408,Male,1964
17,scott,2336,Male,1964
18,christop*,2293,Male,1964
18,timothy,2293,Male,1964
20,ronald,2225,Male,1964
21,gregory,2224,Male,1964
22,brian,2083,Male,1964
23,anthony,1970,Male,1964
24,charles,1880,Male,1964
25,eric,1878,Male,1964
1,michael,9136,Male,1963
2,david,7692,Male,1963
3,robert,7132,Male,1963
4,john,6978,Male,1963
5,james,5793,Male,1963
6,mark,4651,Male,1963
7,richard,4568,Male,1963
8,steven,3759,Male,1963
9,william,3662,Male,1963
10,jeffrey,3213,Male,1963
11,daniel,3131,Male,1963
12,thomas,2850,Male,1963
13,scott,2682,Male,1963
14,kevin,2664,Male,1963
15,kenneth,2512,Male,1963
16,gregory,2494,Male,1963
17,ronald,2422,Male,1963
18,joseph,2344,Male,1963
19,christop*,2313,Male,1963
20,paul,2312,Male,1963
21,timothy,2288,Male,1963
22,brian,2264,Male,1963
23,charles,2103,Male,1963
24,anthony,2063,Male,1963
25,donald,1851,Male,1963
1,michael,9336,Male,1962
2,david,8059,Male,1962
3,robert,7031,Male,1962
4,john,6612,Male,1962
5,james,5863,Male,1962
6,mark,4911,Male,1962
7,richard,4340,Male,1962
8,steven,3914,Male,1962
9,william,3727,Male,1962
10,jeffrey,3389,Male,1962
11,daniel,3049,Male,1962
12,thomas,2902,Male,1962
13,scott,2753,Male,1962
14,kenneth,2587,Male,1962
15,gregory,2548,Male,1962
16,kevin,2429,Male,1962
17,ronald,2426,Male,1962
18,joseph,2387,Male,1962
19,timothy,2345,Male,1962
20,christop*,2219,Male,1962
21,paul,2157,Male,1962
22,charles,2077,Male,1962
23,brian,2061,Male,1962
24,anthony,2001,Male,1962
25,donald,1929,Male,1962
1,michael,9444,Male,1961
2,david,8353,Male,1961
3,robert,7054,Male,1961
4,john,6751,Male,1961
5,james,6055,Male,1961
6,mark,5339,Male,1961
7,steven,4211,Male,1961
8,richard,4186,Male,1961
9,william,3763,Male,1961
10,daniel,3212,Male,1961
11,jeffrey,3118,Male,1961
12,thomas,2991,Male,1961
13,kenneth,2534,Male,1961
14,ronald,2515,Male,1961
15,kevin,2449,Male,1961
16,timothy,2405,Male,1961
17,gregory,2364,Male,1961
18,christop*,2266,Male,1961
19,joseph,2234,Male,1961
20,charles,2172,Male,1961
21,paul,2162,Male,1961
22,donald,2146,Male,1961
23,scott,2117,Male,1961
24,brian,2026,Male,1961
25,anthony,1999,Male,1961
1,michael,8770,Male,1960
2,david,8033,Male,1960
3,robert,6798,Male,1960
4,john,6308,Male,1960
5,james,5900,Male,1960
6,mark,5389,Male,1960
7,richard,4436,Male,1960
8,steven,4310,Male,1960
9,william,3943,Male,1960
10,daniel,3081,Male,1960
11,thomas,2978,Male,1960
12,jeffrey,2940,Male,1960
13,timothy,2695,Male,1960
14,kenneth,2563,Male,1960
15,ronald,2477,Male,1960
16,kevin,2325,Male,1960
17,gregory,2266,Male,1960
18,joseph,2178,Male,1960
19,charles,2172,Male,1960
20,donald,2162,Male,1960
21,paul,2136,Male,1960
22,brian,1968,Male,1960
23,christop*,1951,Male,1960
24,anthony,1906,Male,1960
25,scott,1893,Male,1960
